OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV002601	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_curreyi
ASV002604	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
ASV002631	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_chlamydospora
ASV002632	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002653	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_sayulitensis
ASV002663	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	
ASV002670	Fungi	Basidiomycota	Agaricomycetes				
ASV002680	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV002686	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV002699	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV002725	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium_hasegawianum
ASV002734	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV002744	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV002757	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV002766	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV002767	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV002778	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV002784	Fungi	Basidiomycota	Agaricomycetes				
ASV002818	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002890	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002892	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002896	Fungi	Basidiomycota	Agaricomycetes				
ASV002903	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	
ASV002914	Fungi						
ASV002928	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002929	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV002933	Fungi	Ascomycota	Sordariomycetes				
ASV002968	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV002969	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002970	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV002971	Fungi						
ASV002979	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
ASV002987	Fungi	Ascomycota	Lecanoromycetes				
ASV002990	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV003003	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_constrictum
ASV003013	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV003019	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV003026	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	
ASV003054	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae		
ASV003061	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_aurea
ASV003083	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV003105	Fungi						
ASV003114	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV003118	Fungi						
ASV003120	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV003131	Fungi						
ASV003149	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV003151	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV003157	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV003160	Fungi						
ASV003180	Fungi						
ASV003198	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV003216	Fungi						
ASV003261	Fungi	Ascomycota	Sordariomycetes				
ASV003291	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV003292	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	
ASV003304	Fungi	Ascomycota					
ASV003313	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003332	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV003340	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV003342	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV003346	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
ASV003352	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
ASV003354	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	
ASV003372	Fungi	Ascomycota					
ASV003388	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae		
ASV003409	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV003477	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003500	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV003512	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV003516	Fungi						
ASV003523	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV003537	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
ASV003583	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV003597	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV003624	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	
ASV003695	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV003746	Fungi						
ASV003751	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003803	Fungi	Ascomycota					
ASV003837	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003890	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV003943	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV003975	Fungi	Ascomycota	Sordariomycetes				
ASV004076	Fungi						
ASV004289	Fungi						
ASV004408	Fungi						
ASV004472	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
ASV004507	Fungi						
ASV004595	Fungi						
ASV004597	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera_japonica
ASV004641	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV004688	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV004717	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
ASV004721	Fungi	Ascomycota					
ASV004723	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_liriodendri
ASV004745	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	Operculomyces_laminatus
ASV004779	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV004789	Fungi						
ASV004806	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV002046	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora_oryzae
ASV002095	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002138	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002265	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV002276	Fungi	Ascomycota	Eurotiomycetes				
ASV002280	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_atramentaria
ASV002354	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV002393	Fungi						
ASV002395	Fungi						
ASV002466	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002488	Fungi	Ascomycota					
ASV002514	Fungi						
ASV002525	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	
ASV002529	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_macrospinosa
ASV002534	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV002537	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002542	Fungi	Ascomycota					
ASV002557	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	Aphanoascus_keratinophilus
ASV002571	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_sayulitensis
ASV002579	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV002628	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV002650	Fungi	Ascomycota	Sordariomycetes	Microascales			
ASV002657	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_sichuanense
ASV002658	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV002667	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_terrestris
ASV002679	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_concentricum
ASV002687	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV002703	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002706	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae		
ASV002708	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_japonica
ASV002733	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002741	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002750	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV002752	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV002753	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera_japonica
ASV002754	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002773	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufia	Tubeufia_aurantiella
ASV002807	Fungi						
ASV002842	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Pseudoanungitea	Pseudoanungitea_vaccinii
ASV002846	Fungi	Chytridiomycota	GS14				
ASV002849	Fungi	Ascomycota	Sordariomycetes				
ASV002864	Fungi	Ascomycota					
ASV002872	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
ASV002879	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV002886	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV002887	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Strelitziana	
ASV002893	Fungi	Glomeromycota	Paraglomeromycetes				
ASV002906	Fungi	Ascomycota	Sordariomycetes				
ASV002913	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03			
ASV002940	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV002941	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola_lilatincta
ASV002954	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_arunalokei
ASV002958	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV002965	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_prolificans
ASV002976	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002983	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002985	Fungi	Ascomycota					
ASV002989	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	Ophioceras_leptosporum
ASV002992	Fungi						
ASV002999	Fungi						
ASV003007	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV003043	Fungi						
ASV003050	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_sydowii
ASV003057	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV003065	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hyphodermella	
ASV003076	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium_minus
ASV003079	Fungi	Basidiomycota	Agaricomycetes				
ASV003098	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Campylospora	Campylospora_parvula
ASV003103	Fungi	Ascomycota					
ASV003109	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV003119	Fungi						
ASV003129	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV003130	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV003144	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV003145	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV003150	Fungi	Ascomycota	Dothideomycetes				
ASV003153	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV003172	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae		
ASV003184	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	
ASV003190	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV003201	Fungi						
ASV003205	Fungi	Ascomycota					
ASV003206	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003215	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV003219	Fungi	Glomeromycota	Paraglomeromycetes				
ASV003256	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Subulicystidium	Subulicystidium_perlongisporum
ASV003257	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	
ASV003269	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV003277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV003284	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV003307	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003324	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV003349	Fungi	Ascomycota					
ASV003350	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia_torreyae
ASV003351	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Polyscytalum	Polyscytalum_algarvense
ASV003356	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_carpinicola
ASV003366	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV003391	Fungi	Ascomycota	Dothideomycetes				
ASV003401	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales			
ASV003419	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	
ASV003428	Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Chaetomella	Chaetomella_raphigera
ASV003439	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV003461	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales			
ASV003476	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV003479	Fungi	Ascomycota					
ASV003490	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV003503	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV003509	Fungi	Ascomycota					
ASV003511	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_sebi
ASV003519	Fungi						
ASV003529	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae		
ASV003542	Fungi						
ASV003561	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
ASV003565	Fungi	Mucoromycota	Endogonomycetes	Endogonales			
ASV003594	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Subulicystidium	
ASV003599	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV003601	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales			
ASV003603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV003634	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Jaminaea	Jaminaea_angkorensis
ASV003650	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV003656	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV003670	Fungi						
ASV003677	Fungi						
ASV003692	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV003698	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV003726	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV003743	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete	Hymenochaete_murina
ASV003754	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV003766	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV003768	Fungi	Ascomycota					
ASV003779	Fungi	Chytridiomycota	GS14				
ASV003804	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV003807	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
ASV003833	Fungi	Ascomycota					
ASV003844	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV003858	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV004044	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV004063	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV004064	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV004165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV004361	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV004370	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV004371	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	
ASV004443	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV004492	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV004544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	
ASV004580	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV004596	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium_lilacinum
ASV004613	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
ASV004653	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
ASV004669	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV004729	Fungi						
ASV004757	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
ASV004815	Fungi						
ASV004874	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_iriomotensis
ASV004889	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV004892	Fungi	Ascomycota	Sordariomycetes				
ASV004915	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
ASV004956	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	Thermomyces_dupontii
ASV004968	Fungi	Ascomycota					
ASV004991	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae		
ASV005038	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV005082	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV005100	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	
ASV005114	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV005129	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV002185	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	Waitea_circinata
ASV002427	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys_vermicola
ASV002433	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
ASV002475	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_furcatum
ASV002486	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV002541	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
ASV002546	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	
ASV002587	Fungi						
ASV002589	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV002622	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	
ASV002644	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV002652	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	
ASV002656	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	Marasmiellus_candidus
ASV002665	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV002671	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Clavatospora	Clavatospora_longibrachiata
ASV002678	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV002726	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV002735	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV002740	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV002775	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Viridispora	
ASV002782	Fungi						
ASV002791	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
ASV002802	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV002803	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV002804	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV002809	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
