OTU	Total_tags	i_Si_2w_1_tags	i_Si_2w_2_tags	i_Si_2w_3_tags	i_Si_4w_1_tags	i_Si_4w_2_tags	i_Si_4w_3_tags	i_Si_6w_1_tags	i_Si_6w_2_tags	i_Si_6w_3_tags	i_Si_8w_1_tags	i_Si_8w_2_tags	i_Si_8w_3_tags	o_Si_1_tags	o_Si_2_tags	o_Si_3_tags	i_So_2w_1_tags	i_So_2w_2_tags	i_So_2w_3_tags	i_So_4w_1_tags	i_So_4w_2_tags	i_So_4w_3_tags	i_So_6w_1_tags	i_So_6w_2_tags	i_So_6w_3_tags	i_So_8w_1_tags	i_So_8w_2_tags	i_So_8w_3_tags	o_So_1_tags	o_So_2_tags	o_So_3_tags	i_Si_2w_1_relative_abundance	i_Si_2w_2_relative_abundance	i_Si_2w_3_relative_abundance	i_Si_4w_1_relative_abundance	i_Si_4w_2_relative_abundance	i_Si_4w_3_relative_abundance	i_Si_6w_1_relative_abundance	i_Si_6w_2_relative_abundance	i_Si_6w_3_relative_abundance	i_Si_8w_1_relative_abundance	i_Si_8w_2_relative_abundance	i_Si_8w_3_relative_abundance	o_Si_1_relative_abundance	o_Si_2_relative_abundance	o_Si_3_relative_abundance	i_So_2w_1_relative_abundance	i_So_2w_2_relative_abundance	i_So_2w_3_relative_abundance	i_So_4w_1_relative_abundance	i_So_4w_2_relative_abundance	i_So_4w_3_relative_abundance	i_So_6w_1_relative_abundance	i_So_6w_2_relative_abundance	i_So_6w_3_relative_abundance	i_So_8w_1_relative_abundance	i_So_8w_2_relative_abundance	i_So_8w_3_relative_abundance	o_So_1_relative_abundance	o_So_2_relative_abundance	o_So_3_relative_abundance	Domain	Phylum	Class	Order	Family	Genus	Species
ASV000094	1887	330	180	0	0	0	0	0	0	0	727	34	350	0	13	16	15	31	0	0	0	0	95	19	0	47	16	0	14	0	0	2.655294	1.448342	0	0	0	0	0	0	0	5.849694	0.273576	2.816221	0	0.104603	0.128742	0.120695	0.249437	0	0	0	0	0.764403	0.152881	0	0.378178	0.128742	0	0.112649	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000030	1860	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.966205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Basidiomycota	Agaricomycetes				
ASV000039	1846	1	2	4	0	6	0	20	42	31	0	0	0	0	36	1	17	11	51	12	81	38	80	1241	66	34	36	2	1	0	33	0.008046	0.016093	0.032185	0	0.048278	0	0.160927	0.337947	0.249437	0	0	0	0	0.289668	0.008046	0.136788	0.08851	0.410364	0.096556	0.651754	0.305761	0.643708	9.985517	0.531059	0.273576	0.289668	0.016093	0.008046	0	0.265529	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV000040	1810	14	0	26	0	8	0	0	16	0	14	0	0	0	0	0	391	0	343	365	35	110	221	28	52	112	40	6	9	10	10	0.112649	0	0.209205	0	0.064371	0	0	0.128742	0	0.112649	0	0	0	0	0	3.146122	0	2.759897	2.936917	0.281622	0.885098	1.778243	0.225298	0.41841	0.901191	0.321854	0.048278	0.072417	0.080463	0.080463	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000044	1584	7	10	6	0	0	0	0	22	0	0	0	0	111	43	136	16	18	19	12	0	3	166	7	5	6	0	0	951	22	24	0.056324	0.080463	0.048278	0	0	0	0	0.17702	0	0	0	0	0.893145	0.345993	1.094303	0.128742	0.144834	0.152881	0.096556	0	0.024139	1.335694	0.056324	0.040232	0.048278	0	0	7.652076	0.17702	0.193112	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000047	1584	0	0	0	53	0	0	0	0	0	115	61	41	0	0	0	0	0	0	2	16	23	0	11	12	34	532	684	0	0	0	0	0	0	0.426456	0	0	0	0	0	0.92533	0.490827	0.3299	0	0	0	0	0	0	0.016093	0.128742	0.185066	0	0.08851	0.096556	0.273576	4.280657	5.503701	0	0	0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis		
ASV000050	1549	0	9	6	216	4	0	332	0	0	125	40	29	3	0	2	13	108	40	24	39	50	35	26	11	40	159	227	4	5	2	0	0.072417	0.048278	1.738011	0.032185	0	2.671387	0	0	1.005793	0.321854	0.233344	0.024139	0	0.016093	0.104603	0.869005	0.321854	0.193112	0.313808	0.402317	0.281622	0.209205	0.08851	0.321854	1.279369	1.826521	0.032185	0.040232	0.016093	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_asperellum
ASV000043	1525	0	0	0	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.270679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	Iodophanus_carneus
ASV000097	1501	1	5	1	2	81	0	0	789	12	90	15	0	0	0	0	6	49	11	128	73	23	16	20	73	96	7	3	0	0	0	0.008046	0.040232	0.008046	0.016093	0.651754	0	0	6.348568	0.096556	0.724171	0.120695	0	0	0	0	0.048278	0.394271	0.08851	1.029932	0.587383	0.185066	0.128742	0.160927	0.587383	0.772449	0.056324	0.024139	0	0	0	Fungi						
ASV000079	1472	19	782	14	0	0	3	183	0	286	0	0	9	12	16	96	1	8	3	0	0	0	6	0	8	2	7	0	7	0	10	0.152881	6.292243	0.112649	0	0	0.024139	1.472481	0	2.301255	0	0	0.072417	0.096556	0.128742	0.772449	0.008046	0.064371	0.024139	0	0	0	0.048278	0	0.064371	0.016093	0.056324	0	0.056324	0	0.080463	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV000048	1464	32	5	9	4	9	0	231	13	17	26	0	0	0	0	0	74	44	25	107	54	139	128	108	55	311	54	10	3	0	6	0.257483	0.040232	0.072417	0.032185	0.072417	0	1.858706	0.104603	0.136788	0.209205	0	0	0	0	0	0.59543	0.354039	0.201159	0.860959	0.434503	1.118442	1.029932	0.869005	0.442549	2.502414	0.434503	0.080463	0.024139	0	0.048278	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
ASV000049	1440	2	10	0	1	43	0	0	24	16	6	10	0	0	0	0	35	78	0	0	5	59	16	9	1072	10	5	39	0	0	0	0.016093	0.080463	0	0.008046	0.345993	0	0	0.193112	0.128742	0.048278	0.080463	0	0	0	0	0.281622	0.627615	0	0	0.040232	0.474734	0.128742	0.072417	8.625684	0.080463	0.040232	0.313808	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV000051	1395	115	9	3	43	4	0	0	0	0	9	0	0	0	0	2	111	103	58	379	114	122	91	45	7	139	20	7	0	9	5	0.92533	0.072417	0.024139	0.345993	0.032185	0	0	0	0	0.072417	0	0	0	0	0.016093	0.893145	0.828774	0.466688	3.049565	0.917284	0.981654	0.732218	0.362086	0.056324	1.118442	0.160927	0.056324	0	0.072417	0.040232	Fungi						
ASV000054	1379	190	15	52	1	4	0	0	0	0	3	0	0	9	4	14	166	115	231	7	57	20	28	54	58	11	19	11	10	14	286	1.528806	0.120695	0.41841	0.008046	0.032185	0	0	0	0	0.024139	0	0	0.072417	0.032185	0.112649	1.335694	0.92533	1.858706	0.056324	0.458642	0.160927	0.225298	0.434503	0.466688	0.08851	0.152881	0.08851	0.080463	0.112649	2.301255	Fungi	Ascomycota	Dothideomycetes				
ASV000068	1368	79	10	22	0	0	0	33	362	0	0	0	0	165	67	40	81	46	9	21	54	66	104	21	25	26	22	0	22	19	74	0.635661	0.080463	0.17702	0	0	0	0.265529	2.912778	0	0	0	0	1.327647	0.539105	0.321854	0.651754	0.370132	0.072417	0.168973	0.434503	0.531059	0.83682	0.168973	0.201159	0.209205	0.17702	0	0.17702	0.152881	0.59543	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000121	1358	130	0	16	0	0	0	0	422	472	0	0	0	288	0	0	4	0	0	0	0	9	0	10	0	0	0	0	7	0	0	1.046025	0	0.128742	0	0	0	0	3.395558	3.797876	0	0	0	2.317348	0	0	0.032185	0	0	0	0	0.072417	0	0.080463	0	0	0	0	0.056324	0	0	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV000057	1335	0	3	3	281	0	3	0	0	0	105	30	85	0	2	0	0	0	0	9	20	168	0	0	9	22	258	334	0	2	1	0	0.024139	0.024139	2.261023	0	0.024139	0	0	0	0.844866	0.24139	0.683939	0	0.016093	0	0	0	0	0.072417	0.160927	1.351786	0	0	0.072417	0.17702	2.075958	2.68748	0	0.016093	0.008046	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV000090	1334	2	4	2	4	10	0	0	684	7	0	22	0	28	0	0	12	58	45	75	97	146	4	35	31	24	39	2	2	0	1	0.016093	0.032185	0.016093	0.032185	0.080463	0	0	5.503701	0.056324	0	0.17702	0	0.225298	0	0	0.096556	0.466688	0.362086	0.603476	0.780496	1.174767	0.032185	0.281622	0.249437	0.193112	0.313808	0.016093	0.016093	0	0.008046	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000055	1332	0	0	0	454	0	0	0	0	0	157	0	13	0	0	0	0	0	0	0	3	19	0	3	17	5	243	418	0	0	0	0	0	0	3.653042	0	0	0	0	0	1.263276	0	0.104603	0	0	0	0	0	0	0	0.024139	0.152881	0	0.024139	0.136788	0.040232	1.955262	3.363373	0	0	0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
ASV000205	1298	0	0	0	0	13	0	0	26	0	9	1212	8	0	0	0	0	0	0	14	2	1	1	0	0	2	3	7	0	0	0	0	0	0	0	0.104603	0	0	0.209205	0	0.072417	9.752173	0.064371	0	0	0	0	0	0	0.112649	0.016093	0.008046	0.008046	0	0	0.016093	0.024139	0.056324	0	0	0	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Natantispora	Natantispora_retorquens
ASV000053	1296	8	0	9	0	3	0	164	5	0	0	9	0	174	47	162	70	17	96	50	50	31	24	54	129	55	12	12	60	15	40	0.064371	0	0.072417	0	0.024139	0	1.319601	0.040232	0	0	0.072417	0	1.400064	0.378178	1.303508	0.563244	0.136788	0.772449	0.402317	0.402317	0.249437	0.193112	0.434503	1.037979	0.442549	0.096556	0.096556	0.482781	0.120695	0.321854	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000100	1264	0	9	0	0	1	0	0	0	661	9	5	17	0	0	0	2	152	8	39	30	1	7	15	61	231	9	5	1	0	1	0	0.072417	0	0	0.008046	0	0	0	5.318635	0.072417	0.040232	0.136788	0	0	0	0.016093	1.223045	0.064371	0.313808	0.24139	0.008046	0.056324	0.120695	0.490827	1.858706	0.072417	0.040232	0.008046	0	0.008046	Fungi	Ascomycota					
ASV000112	1219	3	2	8	55	74	0	0	8	521	7	4	21	5	0	458	0	0	0	0	3	4	11	0	0	21	0	0	0	0	14	0.024139	0.016093	0.064371	0.442549	0.59543	0	0	0.064371	4.192147	0.056324	0.032185	0.168973	0.040232	0	3.685227	0	0	0	0	0.024139	0.032185	0.08851	0	0	0.168973	0	0	0	0	0.112649	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000059	1135	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	33	0	0	1022	16	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0.209205	0	0	0	0	0	0	0	0	0	0	0.265529	0	0	8.223367	0.128742	0.064371	0.24139	0	0	0	0	0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV000063	1135	0	0	7	0	0	0	31	0	0	0	0	0	0	0	1	11	71	194	87	133	84	97	91	73	111	34	0	50	0	60	0	0	0.056324	0	0	0	0.249437	0	0	0	0	0	0	0	0.008046	0.08851	0.571291	1.560991	0.700032	1.070164	0.675893	0.780496	0.732218	0.587383	0.893145	0.273576	0	0.402317	0	0.482781	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV000065	1118	46	8	8	0	4	0	33	23	17	10	0	0	1	0	0	34	87	120	81	35	50	53	49	392	30	20	13	1	3	0	0.370132	0.064371	0.064371	0	0.032185	0	0.265529	0.185066	0.136788	0.080463	0	0	0.008046	0	0	0.273576	0.700032	0.965562	0.651754	0.281622	0.402317	0.426456	0.394271	3.154168	0.24139	0.160927	0.104603	0.008046	0.024139	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Myxocephala	Myxocephala_albida
ASV000061	1110	77	6	62	1	4	0	97	8	3	0	0	0	0	0	0	26	117	79	117	83	119	54	109	38	80	19	6	0	5	0	0.619569	0.048278	0.498874	0.008046	0.032185	0	0.780496	0.064371	0.024139	0	0	0	0	0	0	0.209205	0.941423	0.635661	0.941423	0.667847	0.957515	0.434503	0.877052	0.305761	0.643708	0.152881	0.048278	0	0.040232	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_opacum
ASV000064	1107	56	5	75	3	0	0	443	10	0	0	0	0	92	4	38	6	44	32	0	84	21	32	25	23	49	17	4	8	36	0	0.450595	0.040232	0.603476	0.024139	0	0	3.564532	0.080463	0	0	0	0	0.740264	0.032185	0.305761	0.048278	0.354039	0.257483	0	0.675893	0.168973	0.257483	0.201159	0.185066	0.394271	0.136788	0.032185	0.064371	0.289668	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV000060	1076	0	0	0	0	0	0	0	0	0	0	0	0	48	19	1	13	28	14	0	0	0	0	0	0	0	0	0	921	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0.386225	0.152881	0.008046	0.104603	0.225298	0.112649	0	0	0	0	0	0	0	0	0	7.410686	0.104603	0.152881	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000071	1074	44	0	8	2	0	0	308	0	14	12	11	7	0	16	9	43	17	89	83	18	14	81	36	56	73	32	8	58	0	35	0.354039	0	0.064371	0.016093	0	0	2.478275	0	0.112649	0.096556	0.08851	0.056324	0	0.128742	0.072417	0.345993	0.136788	0.716125	0.667847	0.144834	0.112649	0.651754	0.289668	0.450595	0.587383	0.257483	0.064371	0.466688	0	0.281622	Fungi	Ascomycota					
ASV000190	1074	0	6	204	0	5	0	0	0	0	7	778	0	0	0	0	0	0	9	2	0	0	55	0	0	5	3	0	0	0	0	0	0.048278	1.641455	0	0.040232	0	0	0	0	0.056324	6.260058	0	0	0	0	0	0	0.072417	0.016093	0	0	0.442549	0	0	0.040232	0.024139	0	0	0	0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000074	1061	2	1	9	0	0	0	0	0	0	0	0	0	955	33	25	0	0	0	0	0	0	0	2	0	0	0	0	32	2	0	0.016093	0.008046	0.072417	0	0	0	0	0	0	0	0	0	7.684261	0.265529	0.201159	0	0	0	0	0	0	0	0.016093	0	0	0	0	0.257483	0.016093	0	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina
ASV000076	1054	0	0	0	298	6	0	0	0	0	134	30	18	0	0	0	0	0	0	12	14	24	0	5	11	19	175	308	0	0	0	0	0	0	2.397811	0.048278	0	0	0	0	1.07821	0.24139	0.144834	0	0	0	0	0	0	0.096556	0.112649	0.193112	0	0.040232	0.08851	0.152881	1.408111	2.478275	0	0	0	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV000162	1050	0	58	0	54	18	0	11	0	0	194	464	100	0	53	34	0	2	0	4	0	0	6	0	0	16	20	15	0	0	1	0	0.466688	0	0.434503	0.144834	0	0.08851	0	0	1.560991	3.733505	0.804635	0	0.426456	0.273576	0	0.016093	0	0.032185	0	0	0.048278	0	0	0.128742	0.160927	0.120695	0	0	0.008046	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV000069	1046	0	0	0	1	3	0	210	7	4	16	15	6	0	0	1	52	33	0	9	170	57	41	54	39	185	103	10	2	1	27	0	0	0	0.008046	0.024139	0	1.689733	0.056324	0.032185	0.128742	0.120695	0.048278	0	0	0.008046	0.41841	0.265529	0	0.072417	1.367879	0.458642	0.3299	0.434503	0.313808	1.488574	0.828774	0.080463	0.016093	0.008046	0.217251	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	
ASV000067	1036	0	3	6	7	0	0	0	20	0	0	0	9	3	1	2	23	44	77	58	74	101	64	81	97	192	45	18	50	12	49	0	0.024139	0.048278	0.056324	0	0	0	0.160927	0	0	0	0.072417	0.024139	0.008046	0.016093	0.185066	0.354039	0.619569	0.466688	0.59543	0.812681	0.514966	0.651754	0.780496	1.544899	0.362086	0.144834	0.402317	0.096556	0.394271	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon	
ASV000072	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	9	6	0	0	0	0	0	0	0	0	0	0	7	37	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0.249437	0.072417	0.048278	0	0	0	0	0	0	0	0	0	0	0.056324	0.297715	7.579659	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000070	1002	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7.740586	0	0	0	0	0	0	0	0	0	0	0	0	0.233344	0	0	0.08851	0	0	0	0	0	0	0	Fungi						
ASV000075	996	6	7	9	7	0	0	0	0	4	46	17	8	0	0	0	115	36	61	34	30	120	54	35	6	340	24	19	5	3	10	0.048278	0.056324	0.072417	0.056324	0	0	0	0	0.032185	0.370132	0.136788	0.064371	0	0	0	0.92533	0.289668	0.490827	0.273576	0.24139	0.965562	0.434503	0.281622	0.048278	2.735758	0.193112	0.152881	0.040232	0.024139	0.080463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV000117	995	31	0	801	0	0	0	48	0	0	0	0	0	9	0	0	0	0	8	3	0	0	9	0	0	0	86	0	0	0	0	0.249437	0	6.445124	0	0	0	0.386225	0	0	0	0	0	0.072417	0	0	0	0	0.064371	0.024139	0	0	0.072417	0	0	0	0.691986	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV000066	982	0	0	4	0	0	0	0	0	0	0	0	0	0	35	0	11	15	11	0	0	0	0	0	0	0	0	0	13	879	14	0	0	0.032185	0	0	0	0	0	0	0	0	0	0	0.281622	0	0.08851	0.120695	0.08851	0	0	0	0	0	0	0	0	0	0.104603	7.072739	0.112649	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV000118	978	0	5	0	0	5	0	135	19	0	3	494	7	0	16	117	15	21	17	21	16	16	22	15	0	15	6	7	0	3	3	0	0.040232	0	0	0.040232	0	1.086257	0.152881	0	0.024139	3.974895	0.056324	0	0.128742	0.941423	0.120695	0.168973	0.136788	0.168973	0.128742	0.128742	0.17702	0.120695	0	0.120695	0.048278	0.056324	0	0.024139	0.024139	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV000145	958	0	0	0	2	829	8	0	45	0	0	49	0	0	0	0	0	0	0	9	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0.016093	6.670422	0.064371	0	0.362086	0	0	0.394271	0	0	0	0	0	0	0	0.072417	0.072417	0.056324	0	0	0	0	0	0	0	0	0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Irpex	
ASV000078	942	33	0	186	0	0	0	72	0	0	0	0	0	3	4	0	50	3	73	7	36	69	102	12	105	57	10	5	58	56	1	0.265529	0	1.496621	0	0	0	0.579337	0	0	0	0	0	0.024139	0.032185	0	0.402317	0.024139	0.587383	0.056324	0.289668	0.555198	0.820727	0.096556	0.844866	0.458642	0.080463	0.040232	0.466688	0.450595	0.008046	Fungi	Basidiomycota					
ASV000091	936	4	5	0	0	5	0	3	16	0	0	162	0	0	94	170	24	47	0	11	71	84	76	45	0	62	7	2	3	2	43	0.032185	0.040232	0	0	0.040232	0	0.024139	0.128742	0	0	1.303508	0	0	0.756357	1.367879	0.193112	0.378178	0	0.08851	0.571291	0.675893	0.611522	0.362086	0	0.498874	0.056324	0.016093	0.024139	0.016093	0.345993	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	
ASV000082	923	0	0	4	0	0	0	0	0	0	0	0	0	236	339	77	18	0	11	4	0	0	146	0	0	10	21	0	21	20	16	0	0	0.032185	0	0	0	0	0	0	0	0	0	1.898938	2.727712	0.619569	0.144834	0	0.08851	0.032185	0	0	1.174767	0	0	0.080463	0.168973	0	0.168973	0.160927	0.128742	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV000103	889	0	2	0	1	8	0	103	13	3	3	332	0	0	0	3	0	65	9	17	43	63	38	34	38	37	23	3	2	21	28	0	0.016093	0	0.008046	0.064371	0	0.828774	0.104603	0.024139	0.024139	2.671387	0	0	0	0.024139	0	0.523013	0.072417	0.136788	0.345993	0.50692	0.305761	0.273576	0.305761	0.297715	0.185066	0.024139	0.016093	0.168973	0.225298	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
ASV000087	869	11	16	9	0	0	0	0	0	0	0	0	0	51	572	193	0	0	0	0	0	0	0	0	0	0	0	0	3	10	4	0.08851	0.128742	0.072417	0	0	0	0	0	0	0	0	0	0.410364	4.60251	1.552945	0	0	0	0	0	0	0	0	0	0	0	0	0.024139	0.080463	0.032185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_hollandica
ASV000080	867	24	2	1	0	6	0	38	9	0	19	10	4	0	0	1	20	34	55	16	54	133	52	57	96	48	58	30	0	0	100	0.193112	0.016093	0.008046	0	0.048278	0	0.305761	0.072417	0	0.152881	0.080463	0.032185	0	0	0.008046	0.160927	0.273576	0.442549	0.128742	0.434503	1.070164	0.41841	0.458642	0.772449	0.386225	0.466688	0.24139	0	0	0.804635	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
ASV000120	810	80	0	0	0	0	0	0	378	0	0	0	0	11	0	0	4	0	0	0	0	0	12	1	0	0	0	0	324	0	0	0.643708	0	0	0	0	0	0	3.041519	0	0	0	0	0.08851	0	0	0.032185	0	0	0	0	0	0.096556	0.008046	0	0	0	0	2.607016	0	0	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000088	808	0	9	10	0	0	0	0	9	21	0	0	0	0	0	0	19	262	166	3	40	26	19	3	127	6	17	0	13	7	51	0	0.072417	0.080463	0	0	0	0	0.072417	0.168973	0	0	0	0	0	0	0.152881	2.108143	1.335694	0.024139	0.321854	0.209205	0.152881	0.024139	1.021886	0.048278	0.136788	0	0.104603	0.056324	0.410364	Fungi	Ascomycota	Dothideomycetes				
ASV000106	803	0	261	0	0	0	0	0	0	0	0	2	0	4	0	5	3	454	17	0	19	0	0	0	0	0	10	0	11	4	13	0	2.100097	0	0	0	0	0	0	0	0	0.016093	0	0.032185	0	0.040232	0.024139	3.653042	0.136788	0	0.152881	0	0	0	0	0	0.080463	0	0.08851	0.032185	0.104603	Fungi	Ascomycota	Sordariomycetes				
ASV000086	795	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	14	18	9	0	0	0	0	0	0	0	0	0	697	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0.24139	0	0	0.112649	0.144834	0.072417	0	0	0	0	0	0	0	0	0	5.608304	0.08851	0.128742	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV000093	789	92	0	10	2	0	0	551	0	0	0	0	0	0	50	0	0	0	0	11	5	0	9	9	0	31	13	0	0	6	0	0.740264	0	0.080463	0.016093	0	0	4.433537	0	0	0	0	0	0	0.402317	0	0	0	0	0.08851	0.040232	0	0.072417	0.072417	0	0.249437	0.104603	0	0	0.048278	0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium_lilacinum
ASV000083	782	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	13	6	13	0	0	0	0	0	0	0	0	0	14	699	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24139	0	0.104603	0.048278	0.104603	0	0	0	0	0	0	0	0	0	0.112649	5.624397	0.056324	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV000095	779	29	2	0	0	0	0	0	0	0	0	0	0	0	3	56	39	30	59	0	20	2	7	13	16	0	0	0	5	14	484	0.233344	0.016093	0	0	0	0	0	0	0	0	0	0	0	0.024139	0.450595	0.313808	0.24139	0.474734	0	0.160927	0.016093	0.056324	0.104603	0.128742	0	0	0	0.040232	0.112649	3.894432	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000089	766	1	2	2	0	1	0	115	0	0	0	0	0	0	64	2	20	40	55	48	28	42	28	87	14	16	71	57	20	19	34	0.008046	0.016093	0.016093	0	0.008046	0	0.92533	0	0	0	0	0	0	0.514966	0.016093	0.160927	0.321854	0.442549	0.386225	0.225298	0.337947	0.225298	0.700032	0.112649	0.128742	0.571291	0.458642	0.160927	0.152881	0.273576	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000098	758	0	5	0	0	0	0	0	25	26	0	2	0	0	0	0	24	110	18	39	1	1	367	34	16	21	27	3	38	1	0	0	0.040232	0	0	0	0	0	0.201159	0.209205	0	0.016093	0	0	0	0	0.193112	0.885098	0.144834	0.313808	0.008046	0.008046	2.953009	0.273576	0.128742	0.168973	0.217251	0.024139	0.305761	0.008046	0	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000096	757	35	72	7	0	46	0	0	0	0	0	4	0	0	73	31	59	18	67	42	27	63	44	43	31	50	10	1	8	10	16	0.281622	0.579337	0.056324	0	0.370132	0	0	0	0	0	0.032185	0	0	0.587383	0.249437	0.474734	0.144834	0.539105	0.337947	0.217251	0.50692	0.354039	0.345993	0.249437	0.402317	0.080463	0.008046	0.064371	0.080463	0.128742	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000374	752	0	0	0	5	1	0	0	6	4	9	430	296	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.040232	0.008046	0	0	0.048278	0.032185	0.072417	3.459929	2.381719	0	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	0	0	0	Fungi						
ASV000430	739	0	0	0	0	1	0	0	179	464	0	0	90	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0.008046	0	0	1.440296	3.733505	0	0	0.724171	0	0	0	0	0	0	0	0	0	0.008046	0.032185	0	0	0	0	0	0	0	Fungi						
